timestamp,building_id,building_name,room_id,category,occupancy,room_capacity,indoor_temperature_c,outdoor_temperature_c,humidity_pct,lights_status,fans_status,ac_status,projector_status,computer_usage,computers_active,voltage_v,current_a,power_factor,frequency_hz,power_w,energy_kwh,hour,day_of_week,is_weekend,is_working_hours,occupancy_ratio,temperature_diff_c,active_device_count,cooling_load_index,month,date,injected_fault,anomaly_score,is_anomaly,confidence,severity,reason,recommended_action,estimated_waste_kwh,estimated_cost_inr
2025-07-18 13:30:00,CAF,Central Complex & Cafeteria (Building D),CAF-F02-R01,cafeteria,107,121,21.82,29.35,67.08,1,0,1,0,0.914,1,232.4,20.991,0.86,50.006,4197.14,1.04928,13,4,0,1,0.8842975206611571,-7.530000000000001,3,10.080991735537191,7,2025-07-18,none,0.016029966029969644,1,0.16388529916110248,medium,Statistical outlier in energy/device pattern.,Verify sensor health and compare with adjacent rooms.,0.5771040000000001,5.04966
2025-08-07 10:30:00,BLK-A,Academic Block A — Engineering,BLK-A-F02-R02,academic,0,55,23.41,25.78,72.58,1,0,0,1,0.14,0,230.98,3.986,0.917,50.095,844.59,1.71963,10,3,0,1,0.0,-2.370000000000001,3,0.0,8,2025-08-07,lights_on_empty_room,-0.029021653489845978,1,0.75,high,Lights remain ON while occupancy is zero.,Switch lights off via occupancy sensors / BMS schedule.,0.9457965,8.275719375
2025-08-04 09:30:00,LAB-CSE,Computer Science Laboratories (Building E),LAB-CSE-F03-R02,computer_lab,52,63,19.03,26.15,70.67,1,0,1,0,0.589,39,230.23,53.003,0.906,49.917,11052.06,7.28413,9,0,0,1,0.8253968253968254,-7.119999999999997,3,3.924603174603172,8,2025-08-04,none,0.0005891847098506986,1,0.05,medium,Statistical outlier in energy/device pattern.,Verify sensor health and compare with adjacent rooms.,4.0062715,35.054875625
2025-07-03 23:00:00,BLK-C,Academic Block C — Management & Humanities,BLK-C-F02-R03,academic,0,76,32.71,35.82,61.09,1,1,0,0,0.0,0,232.45,7.78,0.888,50.084,1605.46,1.27879,23,3,0,0,0.0,-3.1099999999999994,2,0.0,7,2025-07-03,lights_on_empty_room,-0.1478482358967183,1,0.75,high,Lights remain ON while occupancy is zero.,Switch lights off via occupancy sensors / BMS schedule.,0.7033345000000001,6.154176875000001
2025-07-23 13:15:00,BLK-A,Academic Block A — Engineering,BLK-A-F02-R03,academic,13,62,21.84,28.9,66.84,1,0,1,1,0.215,0,229.11,21.014,0.877,49.955,4220.64,8.59332,13,2,0,1,0.2096774193548387,-7.059999999999999,4,5.927419354838708,7,2025-07-23,none,0.01947460097911602,1,0.19910215664453107,medium,Statistical outlier in energy/device pattern.,Verify sensor health and compare with adjacent rooms.,4.726326,41.3553525
2025-07-15 08:15:00,HST-G,Girls Hostel — Priyadarshini Block (Building H),HST-G-F01-R04,hostel,0,36,21.32,23.74,70.07,1,1,0,0,0.34,0,233.22,3.963,0.933,49.962,862.44,0.76908,8,1,0,1,0.0,-2.419999999999998,3,0.0,7,2025-07-15,lights_on_empty_room,-0.09601476514758256,1,0.75,high,Lights remain ON while occupancy is zero.,Switch lights off via occupancy sensors / BMS schedule.,0.42299400000000004,3.7011975
2025-07-11 11:15:00,LAB-CSE,Computer Science Laboratories (Building E),LAB-CSE-F01-R03,computer_lab,36,56,18.35,26.05,71.74,1,0,1,1,0.428,26,230.23,43.782,0.884,49.984,8911.38,5.87329,11,4,0,1,0.6428571428571429,-7.699999999999999,4,3.367857142857144,7,2025-07-11,none,0.01726845312020253,1,0.17654719918699818,medium,Statistical outlier in energy/device pattern.,Verify sensor health and compare with adjacent rooms.,3.2303095,28.265208125
2025-07-01 15:15:00,BLK-C,Academic Block C — Management & Humanities,BLK-C-F02-R03,academic,44,76,21.39,29.34,71.53,1,0,1,1,0.0,0,228.9,21.165,0.882,49.979,4271.34,3.40218,15,1,0,1,0.5789473684210527,-7.949999999999999,3,8.43157894736842,7,2025-07-01,none,0.002136923378077693,1,0.05,medium,Statistical outlier in energy/device pattern.,Verify sensor health and compare with adjacent rooms.,1.871199,16.372991250000002
2025-08-01 00:00:00,BLK-B,Academic Block B — Sciences,BLK-B-F04-R01,academic,0,53,36.39,36.79,62.48,0,0,0,1,0.0,0,233.98,0.193,0.922,50.037,41.68,0.07,0,4,0,0,0.0,-0.3999999999999986,0,0.0,8,2025-08-01,projector_on_empty_room,-0.05280057891734191,1,0.75,medium,Projector is ON in an empty room.,Power-off AV stack when room booking ends.,0.038500000000000006,0.33687500000000004
2025-07-06 14:15:00,BLK-A,Academic Block A — Engineering,BLK-A-F03-R01,academic,1,55,23.17,30.64,74.21,1,1,1,0,0.0,0,228.78,23.109,0.875,49.922,4626.52,9.4197,14,6,1,0,0.0181818181818181,-7.469999999999999,3,6.760727272727273,7,2025-07-06,none,-0.025140499278329398,1,0.75,critical,HVAC running after hours with negligible occupancy.,Set HVAC occupancy-based setback and lock after 18:00 except hostels.,5.180835000000001,45.33230625000001
2025-08-08 13:45:00,BLK-A,Academic Block A — Engineering,BLK-A-F04-R02,academic,10,52,23.31,30.93,65.07,1,1,1,1,0.162,0,228.64,23.036,0.906,50.052,4771.48,9.71485,13,4,0,1,0.1923076923076923,-7.620000000000001,5,8.262692307692307,8,2025-08-08,none,0.017305997485578373,1,0.1769310408957036,medium,Statistical outlier in energy/device pattern.,Verify sensor health and compare with adjacent rooms.,5.343167500000001,46.75271562500001
2025-07-29 18:45:00,BLK-A,Academic Block A — Engineering,BLK-A-F03-R02,academic,0,65,36.84,37.24,60.78,0,0,0,1,0.0,0,228.32,0.208,0.93,50.04,44.07,0.08975,18,1,0,0,0.0,-0.3999999999999986,0,0.0,7,2025-07-29,projector_on_empty_room,-0.053359832757028935,1,0.75,medium,Projector is ON in an empty room.,Power-off AV stack when room booking ends.,0.049362500000000004,0.431921875
2025-07-31 16:15:00,HST-B,Boys Hostel — Vignan Vihar (Building I),HST-B-F02-R01,hostel,0,44,30.15,33.27,63.51,1,1,0,0,0.304,0,227.43,5.167,0.913,50.02,1072.43,1.71938,16,3,0,1,0.0,-3.1200000000000045,3,0.0,7,2025-07-31,lights_on_empty_room,-0.10307398359509179,1,0.75,high,Lights remain ON while occupancy is zero.,Switch lights off via occupancy sensors / BMS schedule.,0.945659,8.27451625
2025-08-04 12:00:00,BLK-B,Academic Block B — Sciences,BLK-B-F03-R01,academic,6,36,21.03,28.33,70.07,1,0,1,1,0.133,0,231.82,11.288,0.879,50.07,2301.39,0.46238,12,0,0,1,0.1666666666666666,-7.299999999999997,4,5.051666666666665,8,2025-08-04,none,0.0016358199458899048,1,0.05,medium,Statistical outlier in energy/device pattern.,Verify sensor health and compare with adjacent rooms.,0.254309,2.22520375
2025-07-25 14:30:00,LAB-CSE,Computer Science Laboratories (Building E),LAB-CSE-F03-R02,computer_lab,0,63,23.28,30.24,64.27,1,1,1,1,0.635,42,227.59,63.899,0.857,50.007,12463.07,8.21412,14,4,0,1,0.0,-6.959999999999997,5,10.20190476190476,7,2025-07-25,lights_on_empty_room,0.035986239708836965,1,0.75,high,Lights remain ON while occupancy is zero.,Switch lights off via occupancy sensors / BMS schedule.,4.517766,39.5304525
2025-07-11 05:15:00,ADM,Administrative Block (Building G),ADM-F03-R03,admin,1,15,25.6,27.28,79.15,1,0,1,0,0.049,1,229.6,2.202,0.903,50.085,456.59,0.56415,23,4,0,0,0.0666666666666666,-1.6799999999999995,1,0.0,7,2025-07-11,ac_on_after_hours,-0.056382979584591486,1,0.75,critical,HVAC running after hours with negligible occupancy.,Set HVAC occupancy-based setback and lock after 18:00 except hostels.,0.31028250000000007,2.7149718750000007
2025-08-05 15:15:00,BLK-A,Academic Block A — Engineering,BLK-A-F04-R03,academic,8,56,26.27,33.72,69.73,1,1,1,1,0.0,0,231.27,24.458,0.871,50.094,4925.96,10.02937,15,1,0,1,0.1428571428571428,-7.449999999999999,4,11.108571428571429,8,2025-08-05,none,0.0010849879139017693,1,0.05,medium,Statistical outlier in energy/device pattern.,Verify sensor health and compare with adjacent rooms.,5.516153500000001,48.266343125000006
2025-07-09 19:00:00,LIB,Central Library (Building F),LIB-F03-R01,library,99,146,28.69,36.37,67.75,1,1,1,0,0.694,12,228.69,39.757,0.896,50.016,8147.46,3.47339,19,2,0,0,0.678082191780822,-7.679999999999996,4,20.757876712328763,7,2025-07-09,none,0.017692201596261392,1,0.1808794694886402,medium,Statistical outlier in energy/device pattern.,Verify sensor health and compare with adjacent rooms.,1.9103645000000002,16.715689375000004
2025-07-06 11:00:00,HST-G,Girls Hostel — Priyadarshini Block (Building H),HST-G-F02-R02,hostel,0,32,22.04,24.91,67.88,1,1,0,0,0.0,0,230.8,3.547,0.939,49.938,768.87,0.68564,11,6,1,0,0.0,-2.870000000000001,2,0.0,7,2025-07-06,lights_on_empty_room,-0.11043486425519367,1,0.75,high,Lights remain ON while occupancy is zero.,Switch lights off via occupancy sensors / BMS schedule.,0.37710200000000005,3.2996425000000005
2025-07-26 18:15:00,BLK-A,Academic Block A — Engineering,BLK-A-F04-R01,academic,0,63,36.18,36.58,65.55,0,0,1,0,0.0,0,230.04,0.217,0.926,50.008,46.19,0.54406,23,5,1,0,0.0,-0.3999999999999986,0,0.0,7,2025-07-26,ac_on_after_hours,-0.004475459108647217,1,0.75,critical,HVAC running after hours with negligible occupancy.,Set HVAC occupancy-based setback and lock after 18:00 except hostels.,0.299233,2.61828875
2025-07-12 17:30:00,ADM,Administrative Block (Building G),ADM-F03-R03,admin,1,15,29.14,36.32,64.19,1,1,1,0,0.069,1,230.23,11.13,0.906,50.105,2322.56,0.58064,17,5,1,0,0.0666666666666666,-7.18,4,13.141333333333334,7,2025-07-12,none,-0.0548210883697251,1,0.75,critical,HVAC running after hours with negligible occupancy.,Set HVAC occupancy-based setback and lock after 18:00 except hostels.,0.319352,2.7943300000000004
2025-07-05 19:30:00,BLK-A,Academic Block A — Engineering,BLK-A-F04-R04,academic,1,53,29.05,36.22,63.57,1,1,1,0,0.0,0,230.65,23.328,0.859,49.943,4621.87,9.41026,19,5,1,0,0.0188679245283018,-7.169999999999998,3,12.450566037735848,7,2025-07-05,none,-0.015477587184375197,1,0.75,critical,HVAC running after hours with negligible occupancy.,Set HVAC occupancy-based setback and lock after 18:00 except hostels.,5.175643,45.28687625
2025-07-24 15:00:00,BLK-B,Academic Block B — Sciences,BLK-B-F03-R03,academic,0,51,23.74,31.75,64.42,1,1,1,1,0.342,1,226.84,25.501,0.857,50.062,4958.51,0.99623,15,3,0,1,0.0,-8.010000000000002,5,11.397058823529411,7,2025-07-24,lights_on_empty_room,0.002260989347960929,1,0.75,high,Lights remain ON while occupancy is zero.,Switch lights off via occupancy sensors / BMS schedule.,0.5479265,4.794356875
2025-07-12 19:00:00,BLK-A,Academic Block A — Engineering,BLK-A-F03-R01,academic,2,55,28.95,36.83,63.53,1,1,1,0,0.0,0,233.15,22.046,0.899,49.964,4620.56,9.40757,19,5,1,0,0.0363636363636363,-7.879999999999999,3,13.296545454545454,7,2025-07-12,none,-0.01574813622883542,1,0.75,critical,HVAC running after hours with negligible occupancy.,Set HVAC occupancy-based setback and lock after 18:00 except hostels.,5.174163500000001,45.273930625000006
2025-07-27 15:00:00,ADM,Administrative Block (Building G),ADM-F01-R02,admin,1,9,24.61,31.86,70.77,1,1,1,0,0.112,1,229.33,10.883,0.874,49.999,2180.48,0.54512,15,6,1,0,0.1111111111111111,-7.25,4,8.733333333333333,7,2025-07-27,none,-0.0539514871080472,1,0.75,critical,HVAC running after hours with negligible occupancy.,Set HVAC occupancy-based setback and lock after 18:00 except hostels.,0.299816,2.62339
2025-08-06 17:45:00,LAB-CSE,Computer Science Laboratories (Building E),LAB-CSE-F01-R01,computer_lab,0,60,29.21,36.84,57.34,1,1,1,0,0.843,46,226.03,65.45,0.866,50.074,12805.97,8.4401,17,2,0,1,0.0,-7.630000000000003,4,24.824000000000005,8,2025-08-06,lights_on_empty_room,0.045484986238595426,1,0.75,high,Lights remain ON while occupancy is zero.,Switch lights off via occupancy sensors / BMS schedule.,4.642055,40.61798125
2025-07-11 15:15:00,BLK-A,Academic Block A — Engineering,BLK-A-F01-R03,academic,34,52,24.02,31.19,70.01,1,1,1,1,0.604,1,228.53,24.82,0.87,50.016,4936.92,10.05169,15,4,0,1,0.6538461538461539,-7.170000000000002,5,11.891153846153848,7,2025-07-11,none,0.030398288674150953,1,0.3107824822607073,medium,Statistical outlier in energy/device pattern.,Verify sensor health and compare with adjacent rooms.,5.5284295000000006,48.373758125
2025-08-06 17:30:00,LAB-CSE,Computer Science Laboratories (Building E),LAB-CSE-F02-R02,computer_lab,44,44,29.73,37.13,61.41,1,1,1,0,0.906,60,229.22,65.023,0.897,49.981,13362.19,8.80671,17,2,0,1,1.0,-7.400000000000002,4,26.260000000000005,8,2025-08-06,none,0.045066455356963964,1,0.46074517590980163,medium,Statistical outlier in energy/device pattern.,Verify sensor health and compare with adjacent rooms.,4.843690500000001,42.38229187500001
2025-07-27 18:30:00,LAB-CSE,Computer Science Laboratories (Building E),LAB-CSE-F01-R03,computer_lab,2,56,30.7,37.72,63.14,1,1,1,0,0.032,2,229.65,23.575,0.892,50.03,4831.5,3.18431,18,6,1,0,0.0357142857142857,-7.02,3,14.21,7,2025-07-27,none,-0.05093254999247554,1,0.75,critical,HVAC running after hours with negligible occupancy.,Set HVAC occupancy-based setback and lock after 18:00 except hostels.,1.7513705000000002,15.324491875000001
2025-07-11 16:15:00,BLK-A,Academic Block A — Engineering,BLK-A-F02-R02,academic,33,55,26.17,33.61,65.9,1,1,1,1,0.595,1,231.88,25.67,0.853,49.975,5075.74,10.33429,16,4,0,1,0.6,-7.439999999999998,5,15.376,7,2025-07-11,none,0.03803723839908546,1,0.38888068649937746,medium,Statistical outlier in energy/device pattern.,Verify sensor health and compare with adjacent rooms.,5.6838595000000005,49.733770625000005
2025-07-05 19:30:00,BLK-B,Academic Block B — Sciences,BLK-B-F04-R02,academic,1,44,28.85,36.43,67.14,1,1,1,0,0.023,0,234.17,12.906,0.9,50.064,2720.03,0.54649,19,5,1,0,0.0227272727272727,-7.579999999999998,3,12.7125,7,2025-07-05,none,-0.05217437947038972,1,0.75,critical,HVAC running after hours with negligible occupancy.,Set HVAC occupancy-based setback and lock after 18:00 except hostels.,0.30056950000000004,2.6299831250000003
2025-07-16 15:00:00,LAB-CSE,Computer Science Laboratories (Building E),LAB-CSE-F03-R02,computer_lab,45,63,26.47,33.42,64.56,1,1,1,1,0.519,34,228.65,53.652,0.898,49.999,11015.07,7.25977,15,2,0,1,0.7142857142857143,-6.950000000000003,5,16.148571428571433,7,2025-07-16,none,0.022189022675864645,1,0.22685354494999202,medium,Statistical outlier in energy/device pattern.,Verify sensor health and compare with adjacent rooms.,3.9928735,34.937643125
2025-07-30 18:30:00,LIB,Central Library (Building F),LIB-F01-R02,library,115,151,30.54,37.34,63.32,1,1,1,0,0.57,11,229.11,39.265,0.896,49.983,8064.45,3.43799,18,2,0,0,0.7615894039735099,-6.800000000000004,4,23.49960264900663,7,2025-07-30,none,0.037274735907533385,1,0.3810851023599309,medium,Statistical outlier in energy/device pattern.,Verify sensor health and compare with adjacent rooms.,1.8908945000000001,16.545326875
2025-07-06 02:00:00,HST-G,Girls Hostel — Priyadarshini Block (Building H),HST-G-F01-R01,hostel,0,41,28.6,31.5,69.99,1,1,0,1,0.0,0,230.8,4.568,0.935,50.042,986.28,0.87951,2,6,1,0,0.0,-2.8999999999999986,2,0.0,7,2025-07-06,projector_on_empty_room,-0.07843266092151113,1,0.75,high,Lights remain ON while occupancy is zero.,Switch lights off via occupancy sensors / BMS schedule.,0.48373050000000006,4.2326418750000006
2025-08-07 16:00:00,BLK-A,Academic Block A — Engineering,BLK-A-F01-R01,academic,4,42,25.91,33.8,66.75,1,1,1,1,0.06,0,228.22,14.771,0.879,49.992,2964.26,6.03534,16,3,0,1,0.0952380952380952,-7.889999999999997,5,10.73333333333333,8,2025-08-07,none,0.010826721179467036,1,0.11068897065118481,medium,Statistical outlier in energy/device pattern.,Verify sensor health and compare with adjacent rooms.,3.319437,29.04507375
2025-07-26 13:45:00,BLK-C,Academic Block C — Management & Humanities,BLK-C-F02-R02,academic,2,56,22.68,29.49,70.92,1,0,1,0,0.0,0,230.33,18.567,0.897,50.035,3838.16,3.05716,13,5,1,0,0.0357142857142857,-6.809999999999999,2,5.686071428571427,7,2025-07-26,none,-0.0296313291392325,1,0.75,critical,HVAC running after hours with negligible occupancy.,Set HVAC occupancy-based setback and lock after 18:00 except hostels.,1.6814380000000002,14.712582500000002
2025-07-13 17:45:00,ADM,Administrative Block (Building G),ADM-F01-R01,admin,2,13,28.85,36.1,64.62,1,1,1,0,0.102,1,230.96,11.15,0.877,49.991,2258.65,0.56466,17,6,1,0,0.1538461538461538,-7.25,4,13.961538461538462,7,2025-07-13,none,-0.05485494126403134,1,0.75,critical,HVAC running after hours with negligible occupancy.,Set HVAC occupancy-based setback and lock after 18:00 except hostels.,0.31056300000000003,2.7174262500000004
2025-08-01 15:00:00,BLK-A,Academic Block A — Engineering,BLK-A-F02-R03,academic,13,62,25.29,32.66,66.11,1,1,1,1,0.205,0,229.26,25.473,0.865,50.037,5049.57,10.28102,15,4,0,1,0.2096774193548387,-7.369999999999997,5,10.4758064516129,8,2025-08-01,none,0.021698640047396967,1,0.2218400281640188,medium,Statistical outlier in energy/device pattern.,Verify sensor health and compare with adjacent rooms.,5.654561,49.47740875
2025-07-19 16:15:00,BLK-B,Academic Block B — Sciences,BLK-B-F01-R03,academic,1,56,27.02,34.79,62.65,1,1,1,0,0.015,0,230.13,22.756,0.887,49.972,4644.47,0.93313,16,5,1,0,0.0178571428571428,-7.77,3,10.98267857142857,7,2025-07-19,none,-0.060847884636915706,1,0.75,critical,HVAC running after hours with negligible occupancy.,Set HVAC occupancy-based setback and lock after 18:00 except hostels.,0.5132215,4.490688125
2025-07-16 07:45:00,HST-B,Boys Hostel — Vignan Vihar (Building I),HST-B-F01-R03,hostel,1,43,22.68,26.04,69.37,1,1,1,0,0.017,0,226.52,4.607,0.923,50.001,963.46,1.9946899999999999,23,2,0,0,0.0232558139534883,-3.3599999999999994,2,0.0,7,2025-07-16,ac_on_after_hours,-0.07148179478557937,1,0.75,critical,HVAC running after hours with negligible occupancy.,Set HVAC occupancy-based setback and lock after 18:00 except hostels.,1.0970795,9.599445625
2025-07-13 17:00:00,ADM,Administrative Block (Building G),ADM-F02-R02,admin,2,19,27.6,34.74,65.09,1,1,1,0,0.083,1,229.36,12.284,0.874,49.972,2461.08,0.61527,17,6,1,0,0.1052631578947368,-7.140000000000001,4,11.870526315789474,7,2025-07-13,none,-0.06483467700566936,1,0.75,critical,HVAC running after hours with negligible occupancy.,Set HVAC occupancy-based setback and lock after 18:00 except hostels.,0.3383985,2.960986875
